Round,attacker,rival,PitLap,rival_pit_lap,k,gap_s,pair,age_old,tt,rival_age,rival_compound,same_compound,pos_before,rival_pos_before,out_lap,pos_after,rival_pos_after,won,pace_delta_s,step0_s,gain_by_k_s,gain_lap1_s,margin_s,margin_lap1_s,needs_them_out_for,call_ahead,extrapolating
11,ANT,NOR,52,55,3,6.139000000000124,HARD>HARD,28.666666666666668,50.911103670356006,12.0,HARD,True,2,1,58,3,1,False,0.9759999999999991,1.9828837921705793,5.944512800954055,2.010844157219371,-0.19448719904606904,-4.128155842780753,,False,False
11,BEA,ALO,21,33,12,5.285999999999149,MEDIUM>HARD,20.0,51.946425639881674,20.0,SOFT,False,14,12,36,18,17,False,0.700333333333333,1.7021589140552118,19.03339222763364,1.7902415173761421,13.747392227634492,-3.495758482623007,4.0,True,False
11,BOR,HAD,28,41,13,14.63299999999981,SOFT>HARD,27.0,51.70224867886033,8.0,HARD,False,9,8,44,10,8,False,1.6149999999999949,1.8216596044128481,21.374689905407653,1.7614748359008132,6.741689905407842,-12.871525164098998,9.0,True,False
11,COL,BOR,14,28,14,1.1990000000005239,MEDIUM>HARD,13.0,51.846294375036265,13.0,SOFT,False,15,14,31,16,14,False,-0.17099999999999227,1.6981351219748027,22.507826974168076,1.802141330365225,21.308826974167552,0.6031413303647011,1.0,True,False
11,GAS,RUS,15,26,11,4.6140000000004875,MEDIUM>HARD,14.0,51.868041615513405,14.0,MEDIUM,True,12,11,29,13,8,False,1.8983333333333405,1.6990090385695622,17.990397629136407,1.8005702561070944,13.37639762913592,-2.8134297438933933,3.0,True,False
11,HAD,ANT,18,21,3,10.240999999999985,MEDIUM>HARD,17.0,51.93403818991219,17.0,MEDIUM,True,3,2,24,8,6,False,1.052666666666667,1.7016611222500184,5.262967568189222,1.7958873672288789,-4.978032431810764,-8.445112632771107,,False,False
11,HAD,LEC,41,55,14,5.373999999999796,HARD>HARD,20.666666666666668,51.16629601834908,4.0,HARD,True,7,6,58,6,5,False,2.776500000000013,1.9931387405168413,24.389669116716117,1.8056889847977322,19.01566911671632,-3.568311015202064,3.0,True,False
11,HAM,VER,12,13,1,0.5309999999999491,SOFT>HARD,11.0,51.872488927106446,11.0,MEDIUM,False,4,3,16,7,6,False,0.05299999999999727,1.8285007380359697,1.937396928132173,1.937396928132173,1.406396928132224,1.406396928132224,1.0,True,False
11,HAM,VER,29,40,11,2.618999999999687,HARD>HARD,15.0,51.65635896717562,14.0,HARD,True,4,3,43,4,5,True,0.3156666666666723,2.0128320043084713,21.29418328280842,2.1009144064409138,18.67518328280873,-0.5180855935587734,2.0,True,False
11,LAW,LEC,20,35,15,3.70299999999952,MEDIUM>HARD,19.0,51.92772325248106,3.0,HARD,False,8,6,40,9,6,False,3.015999999999991,1.7014073554044393,21.389071952546413,1.4772829380804613,17.686071952546893,-2.2257170619190587,3.0,True,False
11,LAW,RUS,41,53,12,20.463999999999942,HARD>SOFT,19.0,51.16629601834908,13.0,HARD,True,9,8,57,10,7,False,0.25849999999999795,2.14993841892392,24.309885447621824,2.195076652559818,3.845885447621882,-18.268923347440122,10.0,True,False
11,LEC,NOR,15,16,1,5.413000000000466,SOFT>HARD,17.0,51.868041615513405,14.0,MEDIUM,False,3,2,19,6,3,False,0.3433333333333337,1.8283220220555534,1.8967817659364872,1.8967817659364872,-3.5162182340639783,-3.5162182340639783,,False,False
11,LEC,VER,35,40,5,4.630999999999403,HARD>HARD,18.0,51.37822882030578,20.0,HARD,True,3,2,43,6,5,False,0.3076666666666483,2.001655296573622,10.04526600874583,2.094690613028718,5.414266008746427,-2.5363093869706854,3.0,True,False
11,NOR,PIA,16,32,16,0.9970000000002983,MEDIUM>HARD,15.0,51.89392453892226,15.0,MEDIUM,True,2,1,35,1,5,True,-0.07066666666668198,1.700049148293445,25.002177226164477,1.7991653749780865,24.00517722616418,0.8021653749777882,1.0,True,False
11,OCO,BOR,16,28,12,1.0830000000005384,MEDIUM>HARD,15.0,51.89392453892226,15.0,SOFT,False,14,13,31,17,14,False,0.8606666666666882,1.700049148293445,19.33971608339982,1.7991653749780865,18.256716083399283,0.7161653749775481,1.0,True,False
11,OCO,COL,34,36,2,2.0709999999999127,HARD>HARD,16.0,51.45326786955407,18.0,HARD,True,17,16,39,19,17,False,0.6046666666666738,2.0046707536594073,4.17835953331018,2.1111846843311044,2.1073595333102677,0.04018468433119171,1.0,True,False
11,RUS,ANT,26,52,26,7.983999999999469,MEDIUM>HARD,25.0,51.774755959177085,3.0,HARD,False,7,6,58,7,3,False,1.920500000000004,1.6952603384431693,36.0694741861287,1.4698818587900655,28.085474186129233,-6.514118141209403,6.0,True,False
11,RUS,LEC,53,55,2,18.770000000000437,HARD>HARD,25.0,50.85574862616624,16.0,HARD,True,7,6,58,7,5,False,0.6690000000000111,1.980659340209792,4.076170116700077,2.0576449851731624,-14.69382988330036,-16.712355014827274,,False,False
11,SAI,BEA,17,21,4,1.7400000000006912,SOFT>MEDIUM,16.0,51.91493060734108,16.0,MEDIUM,False,17,16,24,19,20,True,-0.007000000000005002,1.0249108657357504,4.251609284392517,1.1215821015675012,2.5116092843918256,-0.6184178984331901,2.0,True,False
11,STR,SAI,7,17,10,0.5769999999997708,SOFT>MEDIUM,6.0,52.24690133683515,6.0,SOFT,True,19,18,20,17,20,True,-0.2956666666666621,1.0382511665331908,10.933575578658033,1.1593723108938465,10.356575578658262,0.5823723108940757,1.0,True,False
11,VER,NOR,13,16,3,3.0219999999999345,MEDIUM>HARD,12.0,51.87618523063933,12.0,MEDIUM,True,3,2,19,4,3,False,0.21966666666666868,1.6993362911424743,5.329342800453304,1.8057874903857873,2.3073428004533696,-1.2162125096141472,2.0,True,False
12,ALO,LAW,33,46,13,17.89300000000003,SOFT>HARD,30.0,34.73279704554676,11.0,MEDIUM,False,8,7,49,9,7,False,1.9506666666666632,1.230365813944211,12.246884669300961,1.1780371738000883,-5.646115330699068,-16.71496282619994,,False,False
12,BOR,OCO,10,15,5,0.47999999999956344,SOFT>MEDIUM,10.0,35.37374444334243,10.0,SOFT,True,13,12,18,16,19,True,-0.14633333333333098,0.2680505815940626,1.9340556351936717,0.4584118888505345,1.4540556351941083,-0.02158811114902892,2.0,True,False
12,BOR,GAS,33,45,12,1.1469999999999345,MEDIUM>HARD,21.0,34.73279704554676,14.0,HARD,False,13,12,48,12,11,False,0.1039999999999992,0.962192668406108,8.865857379140559,1.0114874837340995,7.7188573791406245,-0.13551251626583505,2.0,True,False
12,COL,PER,20,28,8,0.6440000000002328,MEDIUM>HARD,17.0,35.61344475800612,17.0,HARD,False,18,17,31,18,19,True,-0.2223333333333386,0.9967842349225347,7.607335661676101,1.1620852755448765,6.963335661675869,0.5180852755446437,1.0,True,False
12,GAS,LAW,17,20,3,7.150000000000546,MEDIUM>HARD,17.0,35.202291749545694,14.0,SOFT,False,8,7,23,11,8,False,0.568333333333328,0.980634273434678,3.092264420108814,1.0808753399711981,-4.057735579891732,-6.069124660029347,,False,False
12,GAS,HUL,45,47,2,15.55699999999888,HARD>MEDIUM,26.0,34.038787629734465,25.0,SOFT,False,9,8,50,11,8,False,0.08866666666665424,1.5500843882472266,3.319170388475645,1.6972788089315514,-12.237829611523235,-13.859721191067328,,False,False
12,HUL,GAS,18,45,27,1.6329999999998108,SOFT>SOFT,18.0,35.317176711670946,18.0,MEDIUM,False,9,8,50,8,11,True,-0.26633333333333553,1.081364620948761,18.075169493481894,1.2430856234805128,16.442169493482083,-0.38991437651929806,2.0,True,False
12,LAW,HAM,20,24,4,7.780000000000655,SOFT>MEDIUM,17.0,35.61344475800612,20.0,SOFT,True,5,4,27,7,6,False,1.0893333333333288,0.27746593493159816,1.4768959480530441,0.47560660682445133,-6.303104051947611,-7.304393393176204,,False,False
12,LEC,NOR,20,46,26,8.260000000000218,SOFT>MEDIUM,17.0,35.61344475800612,20.0,SOFT,True,3,2,49,5,3,False,0.11433333333334872,0.27746593493159816,-2.7549197147111557,0.47560660682445133,-11.014919714711374,-7.784393393175767,,False,False
12,LEC,NOR,42,46,4,10.077000000001135,MEDIUM>HARD,20.0,34.063864281905474,20.0,HARD,False,2,1,49,5,3,False,0.26799999999998647,0.9359171988157835,3.936382021420661,1.0904781251663553,-6.140617978580474,-8.98652187483478,,False,False
12,LIN,TSU,35,42,7,5.568000000000211,MEDIUM>HARD,29.0,34.48484927145002,16.0,HARD,False,11,10,46,14,11,False,1.0533333333333275,0.9524533574433679,6.1079661615092835,1.044358388348181,0.5399661615090725,-4.52364161165203,7.0,True,False
12,NOR,ANT,20,39,19,2.0109999999995125,SOFT>HARD,20.0,35.61344475800612,19.0,MEDIUM,False,2,1,42,1,4,True,0.08833333333332405,1.2649573804606378,17.61459869298464,1.4121518011449625,15.603598692985127,-0.59884819885455,2.0,True,False
12,OCO,ALB,15,25,10,1.0529999999998836,SOFT>HARD,15.0,35.09389058851803,12.0,HARD,False,12,11,28,16,15,False,0.054333333333332234,1.2445494552954846,11.371483125777845,1.3304703694696451,10.318483125777961,0.27747036946976156,1.0,True,False
12,OCO,ALB,35,48,13,1.881999999999607,HARD>HARD,18.0,34.48484927145002,8.0,HARD,True,15,13,51,14,16,True,0.1176666666666506,1.3204431762364353,13.051412632297579,1.175796646217365,11.169412632297972,-0.7062033537822421,2.0,True,False
12,PIA,NOR,17,20,3,4.820999999999913,HARD>HARD,14.0,35.202291749545694,17.0,SOFT,False,3,2,23,5,3,False,0.1876666666666722,1.3486240922277455,4.586593721002946,1.589725221207679,-0.23440627899696675,-3.231274778792234,,False,False
12,RUS,PIA,16,17,1,1.9780000000000655,MEDIUM>HARD,15.0,35.11672207637501,13.0,HARD,False,4,3,20,6,7,True,0.32533333333333303,0.9772731234545046,1.095620809929042,1.095620809929042,-0.8823791900710234,-0.8823791900710234,,False,False
12,RUS,NOR,39,46,7,7.925000000000182,HARD>HARD,21.0,34.16287921639916,17.0,HARD,True,3,2,49,4,3,False,-0.07233333333333292,1.3077962932456353,8.681058071901546,1.4221510826594486,0.7560580719013643,-6.502848917340733,7.0,True,False
12,SAI,LIN,29,35,6,0.09600000000045839,SOFT>HARD,26.0,35.33367943955105,23.0,MEDIUM,False,11,10,38,15,16,True,-0.3200000000000216,1.253968286313897,7.34776856298927,1.4011627069982215,7.251768562988811,1.3051627069977632,1.0,True,False
12,STR,ALO,14,33,19,1.5170000000007349,SOFT>HARD,11.0,35.14808635193259,11.0,SOFT,True,14,13,37,18,12,False,0.35633333333333894,1.2466782479199812,20.79942428234134,1.433459517085863,19.282424282340607,-0.08354048291487182,2.0,True,False
12,STR,OCO,34,35,1,6.385000000000218,HARD>HARD,18.0,34.60193549422162,17.0,HARD,True,16,15,38,18,17,False,1.1183333333333394,1.3250422864207452,1.4722367071050697,1.4722367071050697,-4.912763292895148,-4.912763292895148,,False,False
12,TSU,HUL,17,18,1,2.391000000000531,SOFT>HARD,14.0,35.202291749545694,17.0,SOFT,True,10,9,21,14,13,False,0.17300000000000182,1.2488074189727811,1.4899085479527145,1.4899085479527145,-0.9010914520478166,-0.9010914520478166,,False,False
12,TSU,HUL,42,47,5,7.791999999999462,HARD>SOFT,23.0,34.063864281905474,22.0,SOFT,False,9,8,50,10,8,False,0.04966666666666697,1.1822724209808848,5.929262295357375,1.3294668416652096,-1.862737704642087,-6.462533158334252,,False,False
