Round,Event,Driver,PitLap,InLap,t_inlap,t_outlap,t_old,t_new,pit_loss_s,green
11,Hungarian Grand Prix,SAI,53.0,54.0,94.129,111.75,86.61099999999999,85.367,33.90100000000001,False
11,Hungarian Grand Prix,HAD,18.0,19.0,91.582,104.672,87.045,84.778,24.430999999999983,True
11,Hungarian Grand Prix,HAD,41.0,42.0,87.928,103.421,86.86366666666667,83.79766666666667,20.687666666666658,True
11,Hungarian Grand Prix,RUS,26.0,27.0,89.524,105.061,86.42233333333333,84.14133333333334,24.021333333333345,True
11,Hungarian Grand Prix,RUS,53.0,54.0,88.032,103.672,85.16066666666667,82.63366666666667,23.909666666666652,False
11,Hungarian Grand Prix,PIA,15.0,16.0,88.518,104.725,85.74966666666667,85.27533333333334,22.21799999999999,True
11,Hungarian Grand Prix,PIA,32.0,33.0,88.013,104.099,85.803,84.51233333333333,21.79666666666668,True
11,Hungarian Grand Prix,BEA,21.0,22.0,91.004,105.84,88.54466666666667,86.49633333333333,21.80300000000001,True
11,Hungarian Grand Prix,BEA,41.0,42.0,89.372,105.916,88.54,86.24033333333334,20.50766666666665,True
12,Dutch Grand Prix,NOR,20.0,21.0,80.58,93.27,77.59033333333333,76.12633333333333,20.133333333333326,True
12,Dutch Grand Prix,NOR,46.0,47.0,79.316,91.669,76.80966666666666,74.41733333333333,19.75800000000001,True
12,Dutch Grand Prix,GAS,17.0,18.0,82.272,95.099,78.91933333333333,78.67099999999999,19.78066666666669,True
12,Dutch Grand Prix,GAS,45.0,46.0,80.672,93.576,78.15133333333334,76.51533333333333,19.58133333333332,True
12,Dutch Grand Prix,PER,28.0,29.0,83.908,94.868,80.277,78.17333333333333,20.325666666666663,True
12,Dutch Grand Prix,ANT,20.0,21.0,80.539,94.203,77.46233333333333,76.07133333333333,21.208333333333343,True
12,Dutch Grand Prix,ANT,39.0,40.0,79.389,92.584,76.75466666666667,75.94233333333334,19.275999999999996,True
12,Dutch Grand Prix,ALO,33.0,34.0,82.686,94.603,79.009,78.618,19.662000000000006,True
12,Dutch Grand Prix,LEC,20.0,21.0,80.974,94.694,77.39966666666668,75.83366666666666,22.434666666666672,True
12,Dutch Grand Prix,LEC,42.0,43.0,80.438,94.081,76.84599999999999,75.29133333333334,22.381666666666675,True
12,Dutch Grand Prix,STR,14.0,15.0,82.655,94.265,79.36166666666666,78.77499999999999,18.783333333333346,True
12,Dutch Grand Prix,STR,34.0,35.0,81.436,93.316,79.83866666666667,78.13866666666667,16.774666666666675,True
12,Dutch Grand Prix,TSU,17.0,18.0,82.11,94.257,78.93733333333334,78.27866666666667,19.150999999999996,True
12,Dutch Grand Prix,TSU,42.0,44.0,81.984,93.216,77.86233333333332,77.598,19.739666666666665,True
12,Dutch Grand Prix,ALB,25.0,26.0,82.112,94.364,79.484,78.54166666666667,18.450333333333333,True
12,Dutch Grand Prix,ALB,48.0,49.0,81.409,94.131,78.63333333333333,77.24366666666667,19.66300000000001,True
12,Dutch Grand Prix,HUL,18.0,19.0,82.05,93.592,78.76466666666666,79.016,17.861333333333334,True
12,Dutch Grand Prix,HUL,47.0,48.0,81.036,93.364,77.91533333333332,77.86166666666666,18.62300000000002,True
12,Dutch Grand Prix,LAW,20.0,21.0,81.99,94.757,78.829,77.42566666666666,20.49233333333335,True
12,Dutch Grand Prix,LAW,46.0,47.0,81.272,93.401,78.10966666666667,76.09733333333334,20.465999999999994,True
12,Dutch Grand Prix,OCO,15.0,16.0,82.727,94.873,79.303,79.557,18.74000000000001,True
12,Dutch Grand Prix,OCO,35.0,36.0,82.702,93.849,79.586,78.23,18.735,True
12,Dutch Grand Prix,LIN,35.0,36.0,84.398,94.648,79.31933333333332,78.49966666666667,21.227000000000004,True
12,Dutch Grand Prix,COL,20.0,21.0,84.369,96.798,80.44500000000001,77.72933333333333,22.992666666666665,True
12,Dutch Grand Prix,COL,44.0,45.0,80.945,93.304,78.51766666666667,76.63799999999999,19.093333333333334,True
12,Dutch Grand Prix,HAM,24.0,25.0,80.979,92.914,77.678,75.68733333333334,20.52766666666666,True
12,Dutch Grand Prix,BOR,10.0,11.0,82.043,93.256,78.96333333333332,77.94766666666668,18.388000000000005,True
12,Dutch Grand Prix,BOR,33.0,34.0,81.813,93.624,79.01333333333332,77.27566666666667,19.14800000000001,True
12,Dutch Grand Prix,SAI,29.0,30.0,83.704,94.79,80.10933333333334,79.34966666666666,19.034999999999997,True
12,Dutch Grand Prix,RUS,16.0,17.0,80.135,93.672,77.68966666666667,76.432,19.685333333333332,True
12,Dutch Grand Prix,RUS,39.0,40.0,79.493,92.107,77.02733333333333,75.97866666666667,18.593999999999994,True
12,Dutch Grand Prix,BOT,27.0,28.0,84.034,98.219,80.79566666666666,78.99900000000001,22.45833333333333,True
12,Dutch Grand Prix,PIA,17.0,18.0,80.638,95.789,77.471,76.31266666666666,22.643333333333345,True
12,Dutch Grand Prix,PIA,43.0,44.0,80.263,93.197,77.52799999999999,75.64233333333334,20.289666666666676,True
