round,driver,lap,issued_s,label_s,control_selection_s,pair,new_compound,old_age,new_age,raw_step_s,control_step_s,relative_step_s,controls,control_n,placebo_relative_s,pretrend_corrected_s,control_mad_s,pre_traffic,post_traffic,pre_mean_s,post_mean_s
8,ALB,17,4708.807,5105.055,5105.055,MEDIUM>MEDIUM,MEDIUM,17,2,1.0806666666666729,-0.25533333333332564,1.3359999999999985,"BEA,ALO,STR,GAS,LEC",5,0.041333333333327005,1.2946666666666715,0.3063333333333418,0.04008933333333333,0.315392,74.96966666666667,73.889
8,HAD,17,4679.225,5105.055,5105.055,MEDIUM>MEDIUM,MEDIUM,17,2,1.9453333333333234,-0.07900000000000773,2.024333333333331,"GAS,LEC,ANT,HAM,BEA",5,-0.1486666666666565,2.1729999999999876,0.37999999999999545,0.05442199999999999,0.7468273333333334,73.58033333333333,71.635
8,LIN,17,4689.386,5105.055,5105.055,MEDIUM>HARD,HARD,17,2,1.5476666666666858,-0.3293333333333237,1.8770000000000095,"BEA,ANT,STR,GAS,HAM",5,-0.6100000000000136,2.487000000000023,0.250333333333316,0.11561566666666667,0.5105636666666666,74.44333333333334,72.89566666666666
8,OCO,17,4705.105,5105.055,5105.055,MEDIUM>MEDIUM,MEDIUM,17,2,1.2800000000000011,-0.25533333333332564,1.5353333333333268,"ALO,STR,BEA,GAS,LEC",5,-0.7306666666666786,2.2660000000000053,0.3063333333333418,0.4039736666666667,0.39943466666666666,75.44066666666667,74.16066666666667
8,VER,17,4666.383,5105.055,5105.055,MEDIUM>HARD,HARD,17,2,0.9170000000000158,-0.07900000000000773,0.9960000000000235,"LEC,HAM,ANT,GAS,BEA",5,1.0223333333333215,-0.026333333333298015,0.37999999999999545,0.011446999999999999,0.5991479999999999,72.70800000000001,71.791
8,LAW,18,4760.302,5182.324,5182.324,MEDIUM>HARD,HARD,18,2,1.214333333333343,-0.08299999999999841,1.2973333333333414,"BEA,SAI,GAS,LEC,ANT",5,-0.8776666666666699,2.1750000000000114,0.45766666666668243,0.11564599999999998,0.674563,74.349,73.13466666666666
8,PIA,18,4748.455,5182.324,5182.324,MEDIUM>HARD,HARD,18,2,1.7540000000000049,-0.38466666666667493,2.13866666666668,"GAS,LEC,ANT,HAM,SAI",5,0.14633333333333098,1.9923333333333488,0.18833333333331836,0.009085666666666667,0.011655,73.24366666666667,71.48966666666666
8,RUS,18,4734.252,5182.324,5182.324,MEDIUM>HARD,HARD,18,2,1.3269999999999982,-0.38466666666667493,1.711666666666673,"LEC,ANT,HAM,GAS,SAI",5,-0.2046666666666539,1.916333333333327,0.18833333333331836,0.0068650000000000004,0.11188800000000003,72.865,71.538
8,OCO,32,5873.977,6283.736,6283.736,MEDIUM>HARD,HARD,14,2,0.2750000000000057,-0.5506666666666717,0.8256666666666774,"GAS,BEA,BOR,COL,LAW",5,,,0.016000000000005343,0.020439333333333334,0.027397333333333333,73.345,73.07
8,ALB,36,6178.496,6585.783,6585.783,MEDIUM>HARD,HARD,18,2,0.9356666666666626,-0.6829999999999927,1.6186666666666554,"STR,BOR,BEA,ALO,COL",5,0.1039999999999992,1.5146666666666562,0.44000000000001194,0.08696599999999999,0.15451066666666666,74.38199999999999,73.44633333333333
